,concept,Laplace
504,浴巾,0.10580271218973257
247,酒壶,0.10570256909238053
432,卫生纸,0.10508753121877168
268,礼帽,0.10482506462519661
373,手电筒,0.10470042241207278
451,项圈,0.10427896813739118
41,餐巾纸,0.10069055291783399
383,书柜,0.10049542850643434
470,烟灰缸,0.09609496011688645
249,卷笔刀,0.0957998213366639
67,窗帘,0.09158258028411954
334,瓶盖,0.09147582504926596
364,绳子,0.08907232679830081
458,鞋垫,0.089057815087675
318,盘子,0.08781726100873627
59,充电器,0.08648259921922703
295,门锁,0.0838713323883805
473,眼镜,0.0825219913130542
397,睡袋,0.08128086740594352
444,显示器,0.0806720406153182
457,鞋带,0.07979896914881367
442,洗碗机,0.07964422404344501
47,茶壶,0.07933375412279851
246,酒杯,0.07912690144112235
253,开瓶器,0.07865563925856436
459,鞋柜,0.07747299198061737
60,抽屉,0.07732068466807601
446,相机,0.07644387908618423
524,帐篷,0.07464048297906906
8,包装纸,0.07270483036438806
431,卫生巾,0.07253774879794081
341,铅笔盒,0.07241117657486847
314,暖气片,0.07206846604239842
474,眼镜盒,0.07185761507406752
243,净水器,0.07021014167238117
345,墙纸,0.06973120747279932
97,灯罩,0.06943223277501699
282,轮胎,0.06896097130114079
505,浴帘,0.06884265602223397
254,靠垫,0.06810056450946117
275,领带,0.06763917715242662
102,电风扇,0.0661140689119534
315,排气扇,0.06565393918261395
123,斗篷,0.0656363548685925
516,榨汁机,0.06553858016567862
398,睡衣,0.06541216780366418
53,车门,0.0646741773479162
390,水槽,0.0645038923750447
284,螺丝刀,0.0643723152227937
477,扬声器,0.06409292202981454
95,灯泡,0.0638401527823261
490,饮水机,0.06347488309963252
434,蚊帐,0.06198760671373093
10,保鲜膜,0.06118598931137108
427,碗,0.060879326506802375
207,画纸,0.06040650057981139
134,方向盘,0.06036249569369344
379,手套,0.05998197682800492
481,摇椅,0.05990471003624126
541,烛台,0.05971047485571613
377,手枪,0.058906567043182215
461,信纸,0.05879280195222673
424,拖鞋,0.058695865290581926
532,纸,0.05832119569796328
101,电池,0.058206475291040775
289,毛毯,0.058096700937564486
230,胶带,0.05689302498130306
4,吧台,0.05687023646051404
293,门把手,0.055823576078695356
472,颜料,0.055225207880861105
371,收音机,0.05464989715223791
262,蜡烛,0.05443886664997477
363,摄像机,0.054237541037108296
158,斧头,0.05315960991567358
485,椅子,0.05256838049561375
197,护手霜,0.052532694095893596
279,录音机,0.05074523341367914
463,旋转椅,0.050582750837069895
150,风扇,0.05041641839265942
400,塑料袋,0.04987208991439908
447,香槟杯,0.04940251802939109
503,雨衣,0.04932402716248989
547,座垫,0.04854274707553365
482,钥匙,0.04807754760723944
77,锉刀,0.04806964433500374
49,炒锅,0.047445541215314864
205,画笔,0.04741253118595039
94,灯笼,0.0473696396504011
534,指甲锉,0.04723146717152415
19,被子,0.046899201272288346
280,路灯,0.04665876935900974
349,球鞋,0.046639599885377706
362,勺子,0.04642095671398541
108,电视,0.04624117943276627
90,弹药,0.045911104276118594
291,帽子,0.04583384084136641
456,鞋,0.04570154347655642
353,燃气灶,0.04539805558505246
405,太师椅,0.04465310686287239
264,篮球,0.044547468903013476
502,雨伞,0.044306909327877765
384,梳妆台,0.04402883310136096
344,枪,0.043709971319196544
20,绷带,0.04351170314632533
263,栏杆,0.042721765735200846
409,汤匙,0.041886402961191456
40,餐刀,0.04169474245708379
483,钥匙圈,0.04108124217163016
261,蜡笔,0.04103129535479728
209,换气扇,0.04040366114554288
189,贺卡,0.039536738838433394
154,缝纫机,0.0394151505399072
307,奶瓶,0.038313454539981
276,楼梯,0.038046535661211675
137,防弹衣,0.0376645004438076
546,子弹,0.03753672892953394
359,纱布,0.037272456087142254
491,荧光笔,0.03718720309605953
11,保险柜,0.037122103900888936
142,飞镖,0.036990005752071814
236,搅拌机,0.03696062651084987
87,单人床,0.036851514320501114
215,机枪,0.03676759261680147
33,冰箱,0.03663966086784372
206,画架,0.03658751730294121
170,拱门,0.036525400937809385
201,花盆,0.03632455372372208
92,导弹,0.03623080648359559
186,核弹,0.03523458843281525
517,长凳,0.035031526009966986
239,戒指,0.03496274104506258
52,车轮,0.03489257022148302
194,后视镜,0.03453074700978318
439,吸油烟机,0.034213976006510535
257,筷子,0.034175726357066616
245,镜子,0.03410435396140268
278,录像机,0.03389836584957697
332,乒乓球,0.03388034970538043
112,电影,0.03373910547291597
178,罐子,0.033390366893607304
122,钉子,0.033372102543304874
335,瓶子,0.033153019714065965
100,电冰箱,0.03313155583705633
155,缝衣针,0.033011995260805185
109,电梯,0.032857697272783905
538,中山装,0.03274361313930759
139,防晒霜,0.032661391139569396
50,车窗,0.03242678784622742
331,拼图,0.0322025296884844
308,闹钟,0.03167770537761009
317,排水管,0.031477704240173175
235,脚链,0.031124480595995006
488,音箱,0.030560912748124124
62,锄头,0.030552998075935353
242,净化器,0.03051167103761802
165,钢琴,0.03002665373631545
93,灯,0.029953540328344973
166,高尔夫球,0.029870997560842782
455,小提琴,0.029792587122792716
9,保龄球,0.029622319327759952
2,按键,0.029562489240849078
196,护目镜,0.02905715568432675
81,大提琴,0.028923885237673568
387,双人床,0.02887261358527503
471,烟头,0.028816107366249847
339,气球,0.02878672456242198
441,洗手液,0.028758675471053027
117,吊坠,0.028732359267884137
376,手榴弹,0.028672449525415138
24,匕首,0.02863068375010637
258,扩音器,0.027922261904478385
23,鼻烟壶,0.027876035850597412
226,键盘,0.027596442285237416
22,鼻环,0.027545098134786433
356,赛道,0.02747227798324577
217,吉他,0.027104248789578875
514,栅栏,0.027092491287535745
413,剃须刀,0.026933960287387242
415,铁链,0.026909796514881335
518,长笛,0.026880013061675187
107,电路板,0.026754065722915013
411,陶罐,0.026666474460353067
31,便盆,0.02629796888719286
72,锤子,0.026172578651507225
44,叉子,0.02616280292438192
45,插头,0.02612354662432854
305,沐浴液,0.02590470768197501
51,车库,0.025765627097779655
133,发夹,0.025751136496062043
203,滑轮,0.025627980324479036
515,炸弹,0.025558957331733457
115,吊床,0.025517319354593414
355,润肤霜,0.025133002652388665
302,抹布,0.02508377456813846
136,防尘罩,0.02489946535455393
48,茶碗,0.02486771114279989
374,手风琴,0.024854330299039766
85,单簧管,0.02477725207056897
25,笔芯,0.024514105974252173
422,托盘,0.024509809443105254
225,剑,0.024460479256285413
328,啤酒杯,0.02428667375375465
68,床,0.024197535843559558
244,镜框,0.02414237249379706
37,步枪,0.024107069516040715
156,扶手椅,0.023970571641497396
414,天线,0.023743389477143263
131,耳塞,0.023685779220398252
537,制服,0.0236155546164441
283,轮椅,0.02354316085186739
26,壁橱,0.023377226034259086
296,迷彩服,0.023164701912810608
288,猫砂,0.022986411871714553
365,圣诞袜,0.022812710648941352
438,吸管,0.02272969015339962
361,烧杯,0.02254595197374447
316,排球,0.022471655390021505
78,打气筒,0.02227523054671766
449,箱子,0.022114797194757514
233,胶水,0.02206352536126929
391,水管,0.022020804189544718
255,口琴,0.02191764244273503
0,安全带,0.021495841590250742
386,鼠标垫,0.021359245244587176
402,台球,0.02113913973691386
228,降落伞,0.02111420709378374
476,燕尾服,0.021087933900707526
475,眼罩,0.020691772578353213
351,曲棍球,0.02059560268269075
327,皮帽,0.02054359180323403
525,折叠椅,0.020455874324338194
1,安全帽,0.020412418138692785
507,浴衣,0.020363884245842498
218,记事本,0.020261278152502133
421,图钉,0.020173044264061475
111,电线杆,0.020028164430062553
208,怀表,0.01997675162395548
333,屏幕,0.019932504819227273
54,车票,0.019705957803026135
220,假发,0.019063861734255082
82,大头针,0.0186158945666026
141,放大镜,0.01841035824277552
539,中提琴,0.01826962559587783
182,过山车,0.018145650217469934
105,电吉他,0.01791302090720244
160,橄榄球,0.01784761842767673
544,砖头,0.01771618379402469
498,油漆,0.017712774111256862
265,雷达,0.017618693297509525
79,打印机,0.017504300259385222
395,水泥,0.017442789845209656
202,滑板,0.01743737543302609
385,鼠标,0.017196721044276914
542,助听器,0.017094000089616132
354,热水袋,0.016925733654944736
70,床罩,0.016740996995403566
167,割草机,0.016724420917711244
428,望远镜,0.016599778319617006
311,尿布,0.01657911780655199
401,锁,0.01655939218923891
321,跑鞋,0.016374102037669456
407,坛子,0.01637155451898653
110,电蚊拍,0.016341531102050576
58,冲浪板,0.016305246863970804
467,牙线,0.01612634857080359
135,防潮垫,0.015948829359377966
162,干电池,0.015873283811567437
494,泳帽,0.01582058504820772
185,和服,0.015766292885187286
89,弹簧刀,0.015686176308119852
187,核武器,0.015405962475081431
199,护照,0.015333248073928983
128,炖锅,0.015275714626626651
492,硬币,0.015152871383972122
277,录像带,0.014621826245903552
535,指甲油,0.014550905133997866
319,跑步机,0.014512905991923637
152,风筝,0.014389946106128133
433,温度计,0.014275774268288709
16,背包,0.014197770767272437
404,太空服,0.014182046023784872
499,羽毛球,0.014146019388201956
39,菜板,0.014137351671539117
98,地毯,0.01404810120256959
88,弹簧,0.013992794362862456
223,减震器,0.013946548980013136
113,貂皮大衣,0.013900653638945876
116,吊桥,0.013837401688050364
380,寿衣,0.01381788353845002
184,海绵,0.013801075716870993
91,刀,0.013779946836494665
161,擀面杖,0.01351979826770661
80,大炮,0.01343023629995108
96,灯塔,0.013098345406926325
508,原子弹,0.013044770419318471
75,刺刀,0.013011562448051968
299,灭火器,0.012951547178559657
453,消防栓,0.012891036953540568
138,防火门,0.012596654596056472
32,冰球,0.012554829258348409
57,齿轮,0.012445523371796344
350,球衣,0.012225124856165259
460,信封,0.012153653686876147
179,光盘,0.012120511281051795
423,拖把,0.011994607603146717
73,磁带,0.011885640332221585
323,盆,0.011772897007541314
273,镰刀,0.011323878502061208
213,机票,0.011293120267429298
132,耳罩,0.011284244851164292
252,咖啡机,0.010750349315676712
29,避孕套,0.010739802394049041
448,香水,0.010737928974179075
46,插座,0.010725828379325097
12,报警器,0.010443651373239812
169,公文包,0.0103517278276525
294,门铃,0.01020531077643411
388,爽身粉,0.01017301911178945
348,球拍,0.01009200883762838
64,储蓄罐,0.010014133963547866
496,邮票,0.00988796478726342
445,显微镜,0.009861135842573856
260,喇叭,0.009824490411736976
297,迷宫,0.009768654642074536
231,胶卷,0.00976803898066986
545,桌布,0.009758184556651667
412,体温计,0.009747121721039398
292,门,0.00949224146998142
506,浴盆,0.009465066382755185
396,水枪,0.009451393881781676
214,机器人,0.009442337885445243
200,花露水,0.009407678251662619
372,手表,0.009137353881156898
143,飞盘,0.009112714991185225
84,担架,0.008886995025086795
71,创可贴,0.008825865256787361
34,玻璃,0.008790717762819887
180,棍棒,0.008317757241048971
370,收割机,0.008298285649122045
191,黑板擦,0.008230596334245928
240,金条,0.00816645498592969
346,切割机,0.008024687456249006
416,铁丝网,0.00792455128571141
378,手术刀,0.007876258630091068
330,漂白剂,0.007523614328649683
232,胶囊,0.007435884590514179
21,蹦床,0.0074323498878328545
145,肥皂,0.007243513130360631
454,小凳子,0.007239215096540233
3,按钮,0.006992078061955983
42,餐桌,0.0069623018777106045
300,摩天轮,0.006938749383847353
452,橡皮,0.006900033905179567
435,无人机,0.006889603515725775
497,邮筒,0.006883275080148146
119,钓鱼线,0.006745091702517968
270,沥青,0.006736133264209988
269,立交桥,0.006710307992909014
250,卷帘,0.006708625267896425
164,钢筋,0.006656048781006487
27,壁画,0.006600333028216622
464,血压计,0.006565658026761923
469,烟囱,0.006424411528689487
30,鞭子,0.0063997273957123535
6,摆钟,0.006204907217164208
76,催泪弹,0.006150760014878629
212,火药,0.006065335891991588
266,篱笆,0.006033618460787169
489,银幕,0.006029947466210045
329,琵琶,0.005992355579702904
408,坦克,0.0059537585020489284
487,音乐盒,0.005883728039295886
188,盒子,0.005767535593750375
153,蜂箱,0.005727993377637633
224,剪刀,0.005644507683261592
403,台球桌,0.005610542567270178
147,废物箱,0.005531683372579691
121,订书机,0.005466841820750239
159,复印机,0.00532214740183656
61,除草机,0.0053023833944558915
381,书,0.005271832117830579
65,传真机,0.005243069778206904
229,交通灯,0.005213588663316646
177,管道,0.0052091397533087025
7,扳手,0.005201081241697717
336,扑克,0.005154489413366505
146,肥皂盒,0.0051485118840101304
304,木炭,0.005109687401979954
237,轿子,0.004894997547658038
479,羊皮纸,0.004864986349466668
118,钓竿,0.004851834264346183
192,红包,0.004732687948524305
106,电锯,0.004582116920507387
195,呼吸机,0.004500961092772209
366,石碑,0.004430175684276278
369,收费站,0.004422788470235485
234,绞肉机,0.004349572439977833
368,时钟,0.0043363893702262745
175,拐杖,0.004323191059315372
56,尺子,0.004320019044082544
210,黄灯,0.004317391056249118
347,秋千,0.004293725899160529
176,棺材,0.004251532632165507
322,喷泉,0.004128454197325046
357,扫帚,0.004124740045288776
342,铅球,0.004066221941410675
519,长号,0.0039725823381519965
462,旋转门,0.0038156734103507958
536,指南针,0.003802590794480007
174,鼓槌,0.0037710231539206
222,减速带,0.003738713244610189
301,磨砂膏,0.003715985272416772
306,墓碑,0.0036261353710625487
238,戒尺,0.003616347679504761
527,枕套,0.0035485773044308167
531,止血剂,0.003509049312905151
172,骨灰盒,0.0034425117002281807
104,电话亭,0.0033934706163107095
103,电话簿,0.003197357252905215
13,报纸,0.0030827426006694815
393,水晶球,0.002919541229283206
149,风铃,0.0028725043151351386
148,风车,0.0027411709722704215
281,路由器,0.0027377479341785635
221,假山,0.002665585887626984
500,羽毛球拍,0.0026364515376864745
248,救生圈,0.0024982112084630348
183,海报,0.0023795726589636297
543,注射器,0.0023552204215048405
36,簸箕,0.002326109803280596
28,避雷针,0.002223163689394938
140,纺织机,0.0021632642442918903
320,跑道,0.0021189136698650667
74,磁铁,0.0019390249461495597
285,绿灯,0.0019136217326941422
99,地图,0.0018058729516356033
114,雕塑,0.0016648011984676248
43,草帽,0.0014711142227405356
526,针,0.0012537032655069531
216,积木,0.0011947874353287668
513,灶,0.0011940584618030587
144,飞毯,0.001120985614390285
337,七巧板,0.0011053693209853088
124,短笛,0.0010637291576785423
486,疫苗,0.0009480212140395004
38,彩陶,0.000909049117054803
367,石膏,0.0009024011040344562
171,古董,0.0008523294673006608
389,水表,0.0007504061345414865
157,浮桥,0.0006629685692115158
227,奖章,0.00047332068597838087
468,哑铃,0.00043702754004433986
168,公墓,0.0004090039733721424
190,黑板,0.00039270871151162113
338,棋盘,0.00036645915628384114
298,秒表,0.00025699916247018547
35,玻璃珠,0.00022762233999970094
173,鼓,0.0002130327746017214
540,钟,0.00017695049597300425
287,麦田,0.000170846465251581
303,木槌,0.0001689471845356329
420,骰子,0.0001595173558940049
465,血液,0.00011472946743109026
529,蒸汽机,5.585440273955134e-05
5,柏油路,0.0
